0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	
6.48286	4823.9860	6.48286	4646.7870	6.48286	4626.5130	6.48286	4502.7880	6.48286	4606.5480	6.48286	4600.4300	6.48286	4555.5260	6.48286	4564.0350	6.48286	4552.6300	6.48286	4699.8710	6.48286	4204.6520	6.48286	4323.5660	6.48286	4416.4090	6.48286	4528.3410	6.48286	4609.0600	6.48286	4841.7360	6.48286	4655.8320	6.48286	4635.8200	6.48286	4496.1240	6.48286	4592.8870	6.48286	4611.0840	6.48286	4558.1190	6.48286	4555.5500	6.48286	4549.5630	6.48286	4699.8440	6.48286	4200.1580	6.48286	4333.4630	6.48286	4417.1390	6.48286	4529.6310	6.48286	4597.0380	6.48286	4817.9060	6.48286	4643.3660	6.48286	4634.5860	6.48286	4506.4450	6.48286	4601.9230	6.48286	4587.3110	6.48286	4563.3610	6.48286	4562.4410	6.48286	4562.2260	6.48286	4720.9020	6.48286	4193.1660	6.48286	4341.1140	6.48286	4412.4840	6.48286	4528.5850	6.48286	4601.2280	
6.55737	4827.0670	6.55737	4654.1870	6.55737	4633.5130	6.55737	4502.5770	6.55737	4597.5000	6.55737	4603.5770	6.55737	4548.5110	6.55737	4563.0250	6.55737	4542.9230	6.55737	4692.0720	6.55737	4194.7130	6.55737	4320.3980	6.55737	4402.3390	6.55737	4522.7920	6.55737	4602.9630	6.55737	4816.6510	6.55737	4643.7290	6.55737	4622.0960	6.55737	4508.2570	6.55737	4594.5350	6.55737	4595.3420	6.55737	4545.7450	6.55737	4565.0510	6.55737	4554.3850	6.55737	4702.8630	6.55737	4182.0760	6.55737	4329.5830	6.55737	4395.6250	6.55737	4521.8140	6.55737	4594.5020	6.55737	4821.3690	6.55737	4637.1760	6.55737	4620.9960	6.55737	4506.8320	6.55737	4606.0500	6.55737	4601.8810	6.55737	4552.6090	6.55737	4559.4840	6.55737	4547.1910	6.55737	4708.6060	6.55737	4198.1640	6.55737	4326.9430	6.55737	4406.9470	6.55737	4524.8360	6.55737	4600.8230	
6.63189	4818.6690	6.63189	4654.7950	6.63189	4624.4110	6.63189	4497.0750	6.63189	4593.4110	6.63189	4595.6080	6.63189	4530.2390	6.63189	4558.0950	6.63189	4536.5480	6.63189	4698.0380	6.63189	4193.9350	6.63189	4319.0120	6.63189	4394.9840	6.63189	4522.6370	6.63189	4592.6960	6.63189	4828.2710	6.63189	4638.0430	6.63189	4624.2710	6.63189	4501.1970	6.63189	4582.3720	6.63189	4588.2140	6.63189	4546.0670	6.63189	4544.0200	6.63189	4540.4230	6.63189	4709.4230	6.63189	4178.5360	6.63189	4307.4250	6.63189	4401.7310	6.63189	4520.5150	6.63189	4579.8720	6.63189	4820.2780	6.63189	4628.1130	6.63189	4621.6580	6.63189	4515.3890	6.63189	4597.6070	6.63189	4579.0230	6.63189	4553.4670	6.63189	4553.9410	6.63189	4547.4260	6.63189	4697.7190	6.63189	4175.8000	6.63189	4326.1860	6.63189	4401.3140	6.63189	4526.2600	6.63189	4597.8840	
6.70640	4810.3900	6.70640	4640.0250	6.70640	4609.2480	6.70640	4492.4290	6.70640	4583.3950	6.70640	4591.0600	6.70640	4538.5390	6.70640	4552.0900	6.70640	4527.5480	6.70640	4680.3590	6.70640	4183.7750	6.70640	4306.7990	6.70640	4390.3590	6.70640	4500.8150	6.70640	4589.8650	6.70640	4817.4800	6.70640	4635.4090	6.70640	4621.2260	6.70640	4492.4440	6.70640	4581.4600	6.70640	4578.2480	6.70640	4545.8410	6.70640	4547.9390	6.70640	4537.5320	6.70640	4701.6350	6.70640	4179.3410	6.70640	4310.9720	6.70640	4398.8700	6.70640	4507.1900	6.70640	4589.0420	6.70640	4810.2050	6.70640	4631.7580	6.70640	4616.7880	6.70640	4496.2140	6.70640	4586.7710	6.70640	4583.3110	6.70640	4546.8480	6.70640	4538.9030	6.70640	4539.1860	6.70640	4692.6710	6.70640	4177.4330	6.70640	4312.8250	6.70640	4401.3710	6.70640	4503.7090	6.70640	4588.1420	
6.78092	4820.4870	6.78092	4629.6510	6.78092	4607.9700	6.78092	4499.9000	6.78092	4586.7590	6.78092	4582.2950	6.78092	4535.9940	6.78092	4566.0910	6.78092	4539.4270	6.78092	4677.6800	6.78092	4179.7790	6.78092	4307.9260	6.78092	4394.9340	6.78092	4506.0220	6.78092	4582.8010	6.78092	4818.5110	6.78092	4626.6410	6.78092	4609.4030	6.78092	4488.2680	6.78092	4575.2940	6.78092	4572.8620	6.78092	4534.7450	6.78092	4555.1510	6.78092	4529.9530	6.78092	4682.9970	6.78092	4180.2500	6.78092	4320.6840	6.78092	4381.8180	6.78092	4503.1610	6.78092	4584.3240	6.78092	4801.9170	6.78092	4621.8480	6.78092	4604.1010	6.78092	4489.8720	6.78092	4587.1820	6.78092	4577.9050	6.78092	4533.4010	6.78092	4538.4200	6.78092	4525.3100	6.78092	4691.6540	6.78092	4175.1590	6.78092	4310.5210	6.78092	4394.4630	6.78092	4505.4140	6.78092	4581.9670	
6.85544	4793.5720	6.85544	4633.3550	6.85544	4599.6840	6.85544	4479.5040	6.85544	4572.5610	6.85544	4573.6040	6.85544	4535.3380	6.85544	4540.7800	6.85544	4528.8060	6.85544	4679.9450	6.85544	4184.6010	6.85544	4298.3710	6.85544	4381.3200	6.85544	4496.1840	6.85544	4583.0990	6.85544	4807.6630	6.85544	4622.5340	6.85544	4597.4580	6.85544	4488.7990	6.85544	4571.9650	6.85544	4589.2090	6.85544	4535.2820	6.85544	4539.6060	6.85544	4529.1300	6.85544	4682.6060	6.85544	4160.6550	6.85544	4298.1860	6.85544	4386.9910	6.85544	4507.2260	6.85544	4578.9180	6.85544	4796.3740	6.85544	4614.0250	6.85544	4609.1820	6.85544	4486.5130	6.85544	4566.9940	6.85544	4580.1940	6.85544	4527.2890	6.85544	4535.1770	6.85544	4527.9950	6.85544	4673.8270	6.85544	4165.4740	6.85544	4296.0970	6.85544	4375.3770	6.85544	4500.2130	6.85544	4571.3900	
6.92995	4805.0880	6.92995	4615.6020	6.92995	4602.5930	6.92995	4479.9300	6.92995	4569.8940	6.92995	4578.9360	6.92995	4530.7960	6.92995	4522.1750	6.92995	4527.1640	6.92995	4664.9520	6.92995	4162.8570	6.92995	4304.9900	6.92995	4383.4950	6.92995	4490.1700	6.92995	4567.7750	6.92995	4796.6810	6.92995	4620.8650	6.92995	4600.8770	6.92995	4490.7600	6.92995	4558.2410	6.92995	4571.1790	6.92995	4538.0470	6.92995	4527.1310	6.92995	4521.8740	6.92995	4685.3750	6.92995	4165.9470	6.92995	4289.7140	6.92995	4376.5160	6.92995	4497.5700	6.92995	4569.2680	6.92995	4796.0580	6.92995	4606.7390	6.92995	4591.6680	6.92995	4473.1620	6.92995	4573.9320	6.92995	4570.3410	6.92995	4526.6900	6.92995	4540.3150	6.92995	4523.0660	6.92995	4681.9450	6.92995	4168.4390	6.92995	4299.8080	6.92995	4379.2340	6.92995	4492.5120	6.92995	4568.0200	
7.00447	4787.1830	7.00447	4626.9540	7.00447	4600.9720	7.00447	4479.4980	7.00447	4560.1580	7.00447	4563.9930	7.00447	4519.3280	7.00447	4526.6720	7.00447	4511.3030	7.00447	4678.7710	7.00447	4168.5880	7.00447	4290.3900	7.00447	4370.0280	7.00447	4490.1910	7.00447	4565.7900	7.00447	4788.1010	7.00447	4606.5540	7.00447	4583.0160	7.00447	4470.5390	7.00447	4552.3050	7.00447	4566.0230	7.00447	4519.9630	7.00447	4535.2460	7.00447	4512.2300	7.00447	4672.6580	7.00447	4164.5620	7.00447	4281.5120	7.00447	4378.4560	7.00447	4487.8810	7.00447	4567.7660	7.00447	4790.3030	7.00447	4599.4220	7.00447	4589.5100	7.00447	4481.1160	7.00447	4574.2660	7.00447	4558.1070	7.00447	4517.1320	7.00447	4531.4340	7.00447	4518.3900	7.00447	4679.3160	7.00447	4166.5320	7.00447	4293.8860	7.00447	4371.4020	7.00447	4493.9070	7.00447	4565.3250	
7.07898	4785.8980	7.07898	4610.1060	7.07898	4583.8980	7.07898	4470.1930	7.07898	4562.7030	7.07898	4569.9600	7.07898	4517.8920	7.07898	4523.6260	7.07898	4515.2430	7.07898	4667.3270	7.07898	4166.2340	7.07898	4292.7120	7.07898	4365.4890	7.07898	4477.8380	7.07898	4558.7300	7.07898	4787.1140	7.07898	4610.5980	7.07898	4589.4770	7.07898	4470.7750	7.07898	4549.6520	7.07898	4563.3550	7.07898	4514.6230	7.07898	4529.0200	7.07898	4527.1990	7.07898	4673.2070	7.07898	4156.0770	7.07898	4282.5790	7.07898	4356.8430	7.07898	4481.1070	7.07898	4549.4470	7.07898	4787.4900	7.07898	4598.6320	7.07898	4596.2900	7.07898	4474.2410	7.07898	4564.1150	7.07898	4569.0690	7.07898	4516.2710	7.07898	4522.9080	7.07898	4520.4580	7.07898	4669.0730	7.07898	4159.2450	7.07898	4295.5190	7.07898	4363.4180	7.07898	4498.1810	7.07898	4552.8560	
7.15350	4786.6910	7.15350	4602.3850	7.15350	4591.6140	7.15350	4466.9780	7.15350	4553.9710	7.15350	4550.1260	7.15350	4516.7890	7.15350	4523.2450	7.15350	4514.2530	7.15350	4666.9930	7.15350	4154.1700	7.15350	4281.8430	7.15350	4364.0110	7.15350	4480.4190	7.15350	4548.8000	7.15350	4780.0480	7.15350	4596.5820	7.15350	4587.9010	7.15350	4468.1370	7.15350	4553.6640	7.15350	4561.5350	7.15350	4525.9740	7.15350	4514.2260	7.15350	4514.0360	7.15350	4666.9450	7.15350	4153.3950	7.15350	4284.0210	7.15350	4371.9440	7.15350	4481.0150	7.15350	4545.1850	7.15350	4780.6800	7.15350	4601.7170	7.15350	4579.0200	7.15350	4472.5420	7.15350	4564.4340	7.15350	4568.6240	7.15350	4508.3170	7.15350	4508.6560	7.15350	4520.5710	7.15350	4669.9850	7.15350	4157.9130	7.15350	4293.2810	7.15350	4373.0880	7.15350	4482.4360	7.15350	4557.5620	
7.22801	4781.6100	7.22801	4600.7450	7.22801	4584.3660	7.22801	4472.5630	7.22801	4543.8620	7.22801	4559.3530	7.22801	4507.7770	7.22801	4523.2770	7.22801	4510.2540	7.22801	4661.2950	7.22801	4162.2400	7.22801	4269.6980	7.22801	4355.6210	7.22801	4476.8960	7.22801	4552.3080	7.22801	4774.5200	7.22801	4594.6210	7.22801	4592.2010	7.22801	4467.8030	7.22801	4543.1440	7.22801	4553.9590	7.22801	4509.0590	7.22801	4522.4490	7.22801	4527.8700	7.22801	4667.4940	7.22801	4154.1760	7.22801	4280.4510	7.22801	4347.6310	7.22801	4478.3830	7.22801	4558.1340	7.22801	4779.3660	7.22801	4606.9710	7.22801	4564.1690	7.22801	4475.9180	7.22801	4556.3970	7.22801	4558.2150	7.22801	4514.4980	7.22801	4518.5950	7.22801	4516.3960	7.22801	4658.4430	7.22801	4150.1910	7.22801	4279.5420	7.22801	4359.0400	7.22801	4467.3120	7.22801	4554.8230	
7.30253	4767.1470	7.30253	4608.9560	7.30253	4583.7010	7.30253	4449.0490	7.30253	4542.9920	7.30253	4556.3490	7.30253	4495.4360	7.30253	4521.5190	7.30253	4512.3520	7.30253	4654.8550	7.30253	4143.2620	7.30253	4270.1010	7.30253	4352.0120	7.30253	4477.8590	7.30253	4551.2940	7.30253	4782.6920	7.30253	4597.8460	7.30253	4576.7280	7.30253	4458.6150	7.30253	4550.0400	7.30253	4560.5420	7.30253	4509.3330	7.30253	4516.1370	7.30253	4498.7380	7.30253	4655.3340	7.30253	4149.1870	7.30253	4267.7160	7.30253	4367.7990	7.30253	4472.6970	7.30253	4545.8910	7.30253	4771.0600	7.30253	4594.8390	7.30253	4584.6520	7.30253	4466.8050	7.30253	4557.4490	7.30253	4555.8040	7.30253	4508.6560	7.30253	4514.9090	7.30253	4501.0570	7.30253	4643.4790	7.30253	4149.4430	7.30253	4271.9190	7.30253	4347.9470	7.30253	4480.8120	7.30253	4546.2400	
7.37704	4761.3980	7.37704	4593.3990	7.37704	4579.2310	7.37704	4454.7500	7.37704	4551.2350	7.37704	4551.0200	7.37704	4509.2050	7.37704	4509.3510	7.37704	4505.5870	7.37704	4643.7260	7.37704	4143.4560	7.37704	4267.0880	7.37704	4342.2220	7.37704	4455.0330	7.37704	4536.4290	7.37704	4770.8870	7.37704	4585.8060	7.37704	4575.8690	7.37704	4458.5200	7.37704	4526.4960	7.37704	4557.8660	7.37704	4512.8320	7.37704	4503.0890	7.37704	4495.7160	7.37704	4649.0310	7.37704	4131.0580	7.37704	4273.2510	7.37704	4343.5510	7.37704	4475.6380	7.37704	4538.8190	7.37704	4777.2530	7.37704	4589.7630	7.37704	4567.1760	7.37704	4467.2070	7.37704	4555.6720	7.37704	4551.3480	7.37704	4500.0260	7.37704	4509.0650	7.37704	4500.5500	7.37704	4645.3600	7.37704	4140.2550	7.37704	4269.7490	7.37704	4355.8030	7.37704	4463.7230	7.37704	4543.0690	
7.45156	4767.4420	7.45156	4599.7470	7.45156	4573.9320	7.45156	4454.0410	7.45156	4539.5310	7.45156	4548.9220	7.45156	4500.2160	7.45156	4495.8860	7.45156	4497.3430	7.45156	4636.7650	7.45156	4143.9440	7.45156	4257.2560	7.45156	4346.6330	7.45156	4474.8930	7.45156	4545.0600	7.45156	4772.2430	7.45156	4592.4990	7.45156	4559.2840	7.45156	4458.0010	7.45156	4542.8010	7.45156	4549.6520	7.45156	4494.5780	7.45156	4509.0020	7.45156	4499.4800	7.45156	4646.9870	7.45156	4140.6870	7.45156	4260.7430	7.45156	4343.2710	7.45156	4458.9850	7.45156	4535.8300	7.45156	4772.4100	7.45156	4580.0780	7.45156	4583.4540	7.45156	4454.9820	7.45156	4554.7810	7.45156	4549.0350	7.45156	4494.7300	7.45156	4510.2860	7.45156	4489.4550	7.45156	4659.0060	7.45156	4144.2480	7.45156	4271.9840	7.45156	4344.1270	7.45156	4465.9170	7.45156	4540.8820	
7.52608	4774.0130	7.52608	4584.4790	7.52608	4570.9640	7.52608	4448.1720	7.52608	4536.0680	7.52608	4543.3880	7.52608	4488.7300	7.52608	4513.5560	7.52608	4488.1280	7.52608	4642.8920	7.52608	4139.2420	7.52608	4261.1930	7.52608	4341.2720	7.52608	4457.3040	7.52608	4521.1850	7.52608	4768.9350	7.52608	4586.4760	7.52608	4573.1250	7.52608	4443.8300	7.52608	4533.8390	7.52608	4542.6370	7.52608	4512.7000	7.52608	4494.7950	7.52608	4492.2980	7.52608	4644.1140	7.52608	4128.0630	7.52608	4268.4730	7.52608	4341.7040	7.52608	4447.7730	7.52608	4528.2630	7.52608	4757.4670	7.52608	4582.4920	7.52608	4555.8660	7.52608	4452.4010	7.52608	4536.0300	7.52608	4534.1490	7.52608	4493.4480	7.52608	4497.5070	7.52608	4489.0370	7.52608	4647.7530	7.52608	4124.0250	7.52608	4268.8460	7.52608	4336.5930	7.52608	4465.8210	7.52608	4517.5790	
7.60059	4775.5540	7.60059	4580.5390	7.60059	4561.6920	7.60059	4439.1240	7.60059	4529.1040	7.60059	4517.3940	7.60059	4497.8140	7.60059	4505.0920	7.60059	4498.1960	7.60059	4645.6990	7.60059	4135.0360	7.60059	4259.0800	7.60059	4339.5190	7.60059	4448.0170	7.60059	4519.8620	7.60059	4765.8800	7.60059	4588.0230	7.60059	4558.0060	7.60059	4445.0730	7.60059	4539.2300	7.60059	4530.1050	7.60059	4485.9230	7.60059	4501.7330	7.60059	4485.7380	7.60059	4632.0830	7.60059	4137.3820	7.60059	4258.9400	7.60059	4330.3640	7.60059	4450.0830	7.60059	4520.5350	7.60059	4756.1760	7.60059	4578.5460	7.60059	4553.1360	7.60059	4447.1560	7.60059	4532.7160	7.60059	4536.3610	7.60059	4490.9920	7.60059	4497.3140	7.60059	4473.0960	7.60059	4633.2360	7.60059	4130.6610	7.60059	4240.6950	7.60059	4331.9460	7.60059	4452.5090	7.60059	4525.1910	
7.67511	4752.4600	7.67511	4571.6970	7.67511	4558.9000	7.67511	4438.4480	7.67511	4524.6570	7.67511	4523.5010	7.67511	4483.1400	7.67511	4510.6800	7.67511	4478.9220	7.67511	4631.3490	7.67511	4144.0160	7.67511	4253.6320	7.67511	4341.4210	7.67511	4438.0220	7.67511	4515.9250	7.67511	4764.4140	7.67511	4582.5150	7.67511	4562.6940	7.67511	4435.6230	7.67511	4509.1660	7.67511	4545.9000	7.67511	4495.5520	7.67511	4493.0730	7.67511	4479.4680	7.67511	4635.8640	7.67511	4130.2500	7.67511	4251.9540	7.67511	4333.3410	7.67511	4439.6850	7.67511	4514.0000	7.67511	4746.6930	7.67511	4572.6210	7.67511	4556.7990	7.67511	4439.3720	7.67511	4531.9050	7.67511	4547.4440	7.67511	4490.4230	7.67511	4491.5230	7.67511	4479.8580	7.67511	4631.8350	7.67511	4128.6440	7.67511	4249.5190	7.67511	4336.4050	7.67511	4443.9730	7.67511	4532.3760	
7.74962	4759.2880	7.74962	4579.0400	7.74962	4568.8090	7.74962	4438.8230	7.74962	4536.1070	7.74962	4526.2720	7.74962	4467.0760	7.74962	4498.8570	7.74962	4490.6110	7.74962	4635.8560	7.74962	4136.3240	7.74962	4243.5650	7.74962	4327.5480	7.74962	4431.2950	7.74962	4516.7330	7.74962	4752.8480	7.74962	4567.3730	7.74962	4559.4450	7.74962	4447.6990	7.74962	4531.5180	7.74962	4543.2600	7.74962	4482.6480	7.74962	4491.6750	7.74962	4477.6200	7.74962	4632.5470	7.74962	4130.5750	7.74962	4253.8340	7.74962	4333.8510	7.74962	4447.7110	7.74962	4526.8950	7.74962	4754.5080	7.74962	4553.4460	7.74962	4567.3820	7.74962	4440.4300	7.74962	4528.1770	7.74962	4535.3110	7.74962	4480.1680	7.74962	4498.4730	7.74962	4473.1830	7.74962	4638.1350	7.74962	4126.4770	7.74962	4251.4150	7.74962	4349.0260	7.74962	4444.8470	7.74962	4512.0030	
7.82414	4748.9970	7.82414	4555.2730	7.82414	4549.6400	7.82414	4439.0680	7.82414	4509.1990	7.82414	4519.5670	7.82414	4481.9360	7.82414	4483.0350	7.82414	4486.5100	7.82414	4615.5750	7.82414	4129.8900	7.82414	4255.2050	7.82414	4329.4910	7.82414	4441.8690	7.82414	4504.6180	7.82414	4750.5470	7.82414	4567.6350	7.82414	4550.0840	7.82414	4421.1300	7.82414	4523.5720	7.82414	4529.0110	7.82414	4470.7980	7.82414	4492.2050	7.82414	4474.1660	7.82414	4623.2010	7.82414	4128.0060	7.82414	4250.0700	7.82414	4325.9770	7.82414	4446.5390	7.82414	4512.5370	7.82414	4756.6500	7.82414	4563.1500	7.82414	4550.2390	7.82414	4438.7670	7.82414	4534.8200	7.82414	4535.2070	7.82414	4489.3950	7.82414	4487.7710	7.82414	4475.3520	7.82414	4613.4380	7.82414	4134.9980	7.82414	4240.0210	7.82414	4326.6300	7.82414	4441.7830	7.82414	4525.2380	
7.89865	4748.9760	7.89865	4559.7940	7.89865	4544.4190	7.89865	4430.6430	7.89865	4515.9010	7.89865	4523.8080	7.89865	4472.1040	7.89865	4477.9540	7.89865	4480.7730	7.89865	4619.2410	7.89865	4129.8870	7.89865	4233.5600	7.89865	4324.7100	7.89865	4431.1760	7.89865	4507.8190	7.89865	4755.7830	7.89865	4564.6370	7.89865	4548.7880	7.89865	4434.6000	7.89865	4515.3770	7.89865	4526.1440	7.89865	4471.1260	7.89865	4481.2500	7.89865	4465.3770	7.89865	4619.5980	7.89865	4113.9360	7.89865	4250.1900	7.89865	4324.8420	7.89865	4433.4800	7.89865	4502.4750	7.89865	4744.9500	7.89865	4556.5580	7.89865	4554.4210	7.89865	4434.0940	7.89865	4523.8200	7.89865	4511.0610	7.89865	4475.8410	7.89865	4474.5090	7.89865	4471.0840	7.89865	4633.3760	7.89865	4118.1240	7.89865	4248.5950	7.89865	4322.9640	7.89865	4440.6270	7.89865	4505.6940	
7.97317	4745.6470	7.97317	4561.1080	7.97317	4549.6580	7.97317	4423.6090	7.97317	4518.1130	7.97317	4522.0230	7.97317	4466.4200	7.97317	4479.2560	7.97317	4472.5690	7.97317	4618.7370	7.97317	4122.2510	7.97317	4221.1950	7.97317	4312.4710	7.97317	4442.2270	7.97317	4511.4400	7.97317	4748.5680	7.97317	4568.5350	7.97317	4541.7250	7.97317	4424.1940	7.97317	4520.5380	7.97317	4533.3470	7.97317	4473.4900	7.97317	4473.1050	7.97317	4476.5060	7.97317	4621.5000	7.97317	4120.0010	7.97317	4242.5660	7.97317	4326.4600	7.97317	4423.3530	7.97317	4504.1680	7.97317	4745.1620	7.97317	4557.9170	7.97317	4543.9090	7.97317	4424.3160	7.97317	4513.2990	7.97317	4525.4620	7.97317	4472.2860	7.97317	4483.2410	7.97317	4478.0400	7.97317	4619.5240	7.97317	4116.1180	7.97317	4234.2220	7.97317	4333.3170	7.97317	4431.6890	7.97317	4509.2880	
8.04768	4733.6340	8.04768	4562.2590	8.04768	4542.4610	8.04768	4425.5080	8.04768	4503.2830	8.04768	4506.2540	8.04768	4459.5420	8.04768	4475.8140	8.04768	4462.2810	8.04768	4618.8030	8.04768	4110.4850	8.04768	4227.6290	8.04768	4313.8240	8.04768	4418.6260	8.04768	4498.2250	8.04768	4751.8880	8.04768	4560.2890	8.04768	4536.4410	8.04768	4401.6870	8.04768	4514.3010	8.04768	4528.8950	8.04768	4478.9080	8.04768	4474.7290	8.04768	4468.3100	8.04768	4612.2220	8.04768	4103.9740	8.04768	4233.7300	8.04768	4313.6240	8.04768	4433.5930	8.04768	4510.7840	8.04768	4735.3770	8.04768	4560.8040	8.04768	4545.9330	8.04768	4423.9190	8.04768	4516.1870	8.04768	4521.9810	8.04768	4470.6430	8.04768	4486.8320	8.04768	4462.4360	8.04768	4610.5560	8.04768	4118.4960	8.04768	4240.2920	8.04768	4320.9110	8.04768	4413.9590	8.04768	4495.9810	
8.12220	4737.6990	8.12220	4563.4960	8.12220	4536.4440	8.12220	4420.1550	8.12220	4510.9450	8.12220	4515.6780	8.12220	4476.1600	8.12220	4489.4810	8.12220	4466.4320	8.12220	4609.7990	8.12220	4115.4770	8.12220	4233.0000	8.12220	4316.2490	8.12220	4426.1690	8.12220	4499.6230	8.12220	4747.4180	8.12220	4548.0970	8.12220	4538.1190	8.12220	4410.6480	8.12220	4513.0850	8.12220	4528.5640	8.12220	4469.1650	8.12220	4484.9900	8.12220	4461.8930	8.12220	4605.8210	8.12220	4116.4550	8.12220	4226.0650	8.12220	4307.2400	8.12220	4420.3670	8.12220	4493.1770	8.12220	4750.1360	8.12220	4549.5870	8.12220	4545.3850	8.12220	4418.1260	8.12220	4512.3370	8.12220	4521.3160	8.12220	4459.6490	8.12220	4468.1760	8.12220	4470.4530	8.12220	4609.9070	8.12220	4116.8600	8.12220	4231.1310	8.12220	4312.5300	8.12220	4426.5930	8.12220	4486.1080	
8.19672	4734.6470	8.19672	4552.8890	8.19672	4541.1620	8.19672	4415.6310	8.19672	4500.7230	8.19672	4509.9790	8.19672	4458.7430	8.19672	4473.9720	8.19672	4458.8210	8.19672	4599.8930	8.19672	4116.8060	8.19672	4227.9780	8.19672	4303.1330	8.19672	4426.0030	8.19672	4488.1170	8.19672	4738.9060	8.19672	4546.3230	8.19672	4544.8390	8.19672	4407.5520	8.19672	4506.6920	8.19672	4521.4330	8.19672	4466.9990	8.19672	4465.7230	8.19672	4470.2320	8.19672	4609.3520	8.19672	4101.3150	8.19672	4228.5680	8.19672	4298.1890	8.19672	4409.2770	8.19672	4497.3340	8.19672	4731.3210	8.19672	4548.3410	8.19672	4547.1370	8.19672	4410.9910	8.19672	4497.6260	8.19672	4504.0130	8.19672	4459.6080	8.19672	4464.3130	8.19672	4460.0730	8.19672	4600.6620	8.19672	4106.2980	8.19672	4229.9270	8.19672	4309.1330	8.19672	4422.4110	8.19672	4491.3890	
8.27123	4738.1970	8.27123	4554.1790	8.27123	4529.7650	8.27123	4418.6860	8.27123	4502.7670	8.27123	4520.8130	8.27123	4459.0590	8.27123	4464.4330	8.27123	4458.4010	8.27123	4606.6220	8.27123	4106.1010	8.27123	4227.4560	8.27123	4295.7280	8.27123	4415.6760	8.27123	4497.8410	8.27123	4735.3830	8.27123	4549.4470	8.27123	4540.5450	8.27123	4412.2730	8.27123	4506.9430	8.27123	4519.0190	8.27123	4460.8890	8.27123	4466.0990	8.27123	4455.9750	8.27123	4603.8780	8.27123	4106.2150	8.27123	4233.0860	8.27123	4320.7020	8.27123	4420.6920	8.27123	4485.4640	8.27123	4742.8370	8.27123	4552.6920	8.27123	4540.9470	8.27123	4416.7010	8.27123	4496.5240	8.27123	4515.3020	8.27123	4452.6580	8.27123	4448.4140	8.27123	4448.9320	8.27123	4608.6760	8.27123	4107.1890	8.27123	4224.8960	8.27123	4308.9570	8.27123	4409.2980	8.27123	4481.4440	
8.34575	4721.0540	8.34575	4547.7480	8.34575	4531.0350	8.34575	4410.3650	8.34575	4503.0360	8.34575	4508.6680	8.34575	4456.9280	8.34575	4458.6540	8.34575	4455.4140	8.34575	4610.0620	8.34575	4108.8070	8.34575	4225.9780	8.34575	4307.9020	8.34575	4407.4650	8.34575	4488.2680	8.34575	4720.6340	8.34575	4547.8730	8.34575	4521.8530	8.34575	4406.0590	8.34575	4497.6440	8.34575	4508.2480	8.34575	4453.5430	8.34575	4459.7060	8.34575	4468.3070	8.34575	4608.3240	8.34575	4101.7740	8.34575	4218.4740	8.34575	4300.3440	8.34575	4421.5050	8.34575	4495.5310	8.34575	4730.2810	8.34575	4535.1590	8.34575	4533.0550	8.34575	4400.9060	8.34575	4504.7880	8.34575	4507.1130	8.34575	4455.0630	8.34575	4479.3580	8.34575	4448.4910	8.34575	4607.4060	8.34575	4097.7660	8.34575	4220.0180	8.34575	4312.2560	8.34575	4407.3880	8.34575	4501.2650	
8.42026	4725.2660	8.42026	4548.3770	8.42026	4516.1600	8.42026	4411.5360	8.42026	4495.7040	8.42026	4499.7720	8.42026	4452.5000	8.42026	4475.3020	8.42026	4432.2670	8.42026	4598.9420	8.42026	4088.4140	8.42026	4224.7860	8.42026	4301.6110	8.42026	4413.3010	8.42026	4484.0510	8.42026	4742.1370	8.42026	4538.0000	8.42026	4531.8480	8.42026	4400.1370	8.42026	4493.8470	8.42026	4514.0000	8.42026	4462.0780	8.42026	4463.0910	8.42026	4455.4830	8.42026	4602.9870	8.42026	4100.6360	8.42026	4226.9860	8.42026	4299.0920	8.42026	4409.4650	8.42026	4480.0670	8.42026	4731.5330	8.42026	4556.0360	8.42026	4524.7410	8.42026	4413.8730	8.42026	4496.5450	8.42026	4507.1630	8.42026	4453.4710	8.42026	4468.4050	8.42026	4454.4880	8.42026	4608.0500	8.42026	4101.3030	8.42026	4223.9820	8.42026	4302.8920	8.42026	4422.4320	8.42026	4489.2040	
