"time"	"probe"	"rep"	"value"
0	"bg"	"1"	2091.485
0.07452	"bg"	"1"	2088.106
0.14903	"bg"	"1"	2090.779
0.22355	"bg"	"1"	2081.421
0.29806	"bg"	"1"	2093.098
0.37258	"bg"	"1"	2084.073
0.44709	"bg"	"1"	2083.591
0.52161	"bg"	"1"	2086.72
0.59612	"bg"	"1"	2094.346
0.67064	"bg"	"1"	2088.687
0.74516	"bg"	"1"	2095.649
0.81967	"bg"	"1"	2085.033
0.89419	"bg"	"1"	2084.917
0.9687	"bg"	"1"	2076.015
1.04322	"bg"	"1"	2082.977
1.11773	"bg"	"1"	2083.731
1.19225	"bg"	"1"	2085.584
1.26677	"bg"	"1"	2081.224
1.34128	"bg"	"1"	2084.3
1.4158	"bg"	"1"	2086.234
1.49031	"bg"	"1"	2083.012
1.56483	"bg"	"1"	2078.611
1.63934	"bg"	"1"	2078.602
1.71386	"bg"	"1"	2083.176
1.78837	"bg"	"1"	2078.447
1.86289	"bg"	"1"	2085.218
1.93741	"bg"	"1"	2081.713
2.01192	"bg"	"1"	2073.476
2.08644	"bg"	"1"	2084.422
2.16095	"bg"	"1"	2081.341
2.23547	"bg"	"1"	2074.501
2.30998	"bg"	"1"	2081.397
2.3845	"bg"	"1"	2083.781
2.45901	"bg"	"1"	2082.583
2.53353	"bg"	"1"	2072.418
2.60805	"bg"	"1"	2079.841
2.68256	"bg"	"1"	2076.757
2.75708	"bg"	"1"	2077.162
2.83159	"bg"	"1"	2076.384
2.90611	"bg"	"1"	2080.02
2.98062	"bg"	"1"	2075.681
3.05514	"bg"	"1"	2081.087
3.12966	"bg"	"1"	2082.86
3.20417	"bg"	"1"	2078.924
3.27869	"bg"	"1"	2073.509
3.3532	"bg"	"1"	2074.921
3.42772	"bg"	"1"	2080.792
3.50223	"bg"	"1"	2073.911
3.57675	"bg"	"1"	2071.747
3.65126	"bg"	"1"	2082.086
3.72578	"bg"	"1"	2074.426
3.8003	"bg"	"1"	2073.976
3.87481	"bg"	"1"	2072.921
3.94933	"bg"	"1"	2074.31
4.02384	"bg"	"1"	2078.506
4.09836	"bg"	"1"	2077.234
4.17287	"bg"	"1"	2072.498
4.24739	"bg"	"1"	2076.7
4.3219	"bg"	"1"	2073.848
4.39642	"bg"	"1"	2077.386
4.47094	"bg"	"1"	2080.309
4.54545	"bg"	"1"	2080.709
4.61997	"bg"	"1"	2066.821
4.69448	"bg"	"1"	2074.549
4.769	"bg"	"1"	2069.879
4.84351	"bg"	"1"	2073.032
4.91803	"bg"	"1"	2079.83
4.99255	"bg"	"1"	2078.709
5.06706	"bg"	"1"	2080.825
5.14158	"bg"	"1"	2080.107
5.21609	"bg"	"1"	2078.488
5.29061	"bg"	"1"	2070.075
5.36512	"bg"	"1"	2074.2
5.43964	"bg"	"1"	2073.911
5.51415	"bg"	"1"	2070.484
5.58867	"bg"	"1"	2067.31
5.66319	"bg"	"1"	2050.292
5.7377	"bg"	"1"	2035.8
5.81222	"bg"	"1"	2030.498
5.88673	"bg"	"1"	2031.38
5.96125	"bg"	"1"	2020.416
6.03576	"bg"	"1"	2018.094
6.11028	"bg"	"1"	2016.634
6.18479	"bg"	"1"	2010.59
6.25931	"bg"	"1"	2010.083
6.33383	"bg"	"1"	2005.187
6.40834	"bg"	"1"	1998.433
6.48286	"bg"	"1"	1994.899
6.55737	"bg"	"1"	1997.051
6.63189	"bg"	"1"	1996.291
6.7064	"bg"	"1"	1995.826
6.78092	"bg"	"1"	1990.345
6.85544	"bg"	"1"	1987.782
6.92995	"bg"	"1"	1979.527
7.00447	"bg"	"1"	1975.65
7.07898	"bg"	"1"	1981.148
7.1535	"bg"	"1"	1977.181
7.22801	"bg"	"1"	1977.786
7.30253	"bg"	"1"	1970.205
7.37704	"bg"	"1"	1970.086
7.45156	"bg"	"1"	1970.118
7.52608	"bg"	"1"	1974.499
7.60059	"bg"	"1"	1971.725
7.67511	"bg"	"1"	1966.688
7.74962	"bg"	"1"	1967.129
7.82414	"bg"	"1"	1964.006
7.89865	"bg"	"1"	1958.251
7.97317	"bg"	"1"	1959.205
8.04768	"bg"	"1"	1959.395
8.1222	"bg"	"1"	1952.726
8.19672	"bg"	"1"	1957.956
8.27123	"bg"	"1"	1961.04
8.34575	"bg"	"1"	1961.717
8.42026	"bg"	"1"	1945.662
8.49478	"bg"	"1"	1958.26
8.56929	"bg"	"1"	1947.558
8.64381	"bg"	"1"	1949.447
8.71833	"bg"	"1"	1941.231
8.79284	"bg"	"1"	1957.11
8.86736	"bg"	"1"	1950.413
8.94187	"bg"	"1"	1945.15
9.01639	"bg"	"1"	1952.067
9.0909	"bg"	"1"	1939.21
9.16542	"bg"	"1"	1941.887
9.23993	"bg"	"1"	1941.806
9.31445	"bg"	"1"	1942.319
9.38897	"bg"	"1"	1940.709
9.46348	"bg"	"1"	1944.309
9.538	"bg"	"1"	1937.288
9.61251	"bg"	"1"	1926.577
9.68703	"bg"	"1"	1930.037
9.76154	"bg"	"1"	1945.075
9.83606	"bg"	"1"	1936.156
9.91057	"bg"	"1"	1937.672
9.98509	"bg"	"1"	1938.45
10.05961	"bg"	"1"	1934.49
10.13412	"bg"	"1"	1928.315
10.20864	"bg"	"1"	1931.277
10.28315	"bg"	"1"	1932.067
10.35767	"bg"	"1"	1924.685
10.43218	"bg"	"1"	1935.53
10.5067	"bg"	"1"	1922.584
10.58122	"bg"	"1"	1920.45
10.65573	"bg"	"1"	1930.746
10.73025	"bg"	"1"	1918.626
10.80476	"bg"	"1"	1927.137
10.87928	"bg"	"1"	1924.78
10.95379	"bg"	"1"	1925.445
11.02831	"bg"	"1"	1920.071
11.10282	"bg"	"1"	1917.705
11.17734	"bg"	"1"	1920.113
11.25186	"bg"	"1"	1923.192
11.32637	"bg"	"1"	1930.225
11.40089	"bg"	"1"	1921.207
11.4754	"bg"	"1"	1916.489
11.54992	"bg"	"1"	1916.051
11.62443	"bg"	"1"	1911.989
11.69895	"bg"	"1"	1918.572
11.77346	"bg"	"1"	1918.796
11.84798	"bg"	"1"	1920.727
11.9225	"bg"	"1"	1914.328
11.99701	"bg"	"1"	1914.951
12.07153	"bg"	"1"	1904.798
12.14604	"bg"	"1"	1912.653
12.22056	"bg"	"1"	1912.928
12.29507	"bg"	"1"	1906.979
12.36959	"bg"	"1"	1914.17
12.44411	"bg"	"1"	1909.864
12.51862	"bg"	"1"	1905.072
12.59314	"bg"	"1"	1909.566
12.66765	"bg"	"1"	1916.143
12.74217	"bg"	"1"	1905.695
12.81668	"bg"	"1"	1908.907
12.8912	"bg"	"1"	1905.528
12.96571	"bg"	"1"	1903.486
13.04023	"bg"	"1"	1908.317
13.11475	"bg"	"1"	1899.615
13.18926	"bg"	"1"	1910.46
13.26378	"bg"	"1"	1903.147
13.33829	"bg"	"1"	1907.271
13.41281	"bg"	"1"	1902.974
13.48732	"bg"	"1"	1897.15
13.56184	"bg"	"1"	1906.994
13.63635	"bg"	"1"	1908.445
13.71087	"bg"	"1"	1900.22
13.78539	"bg"	"1"	1898.596
13.8599	"bg"	"1"	1899.087
13.93442	"bg"	"1"	1903.009
14.00893	"bg"	"1"	1904.827
14.08345	"bg"	"1"	1905.221
14.15796	"bg"	"1"	1895.538
14.23248	"bg"	"1"	1897.553
14.307	"bg"	"1"	1899.272
14.38151	"bg"	"1"	1897.553
14.45603	"bg"	"1"	1899.934
14.53054	"bg"	"1"	1897.034
14.60506	"bg"	"1"	1901.633
14.67957	"bg"	"1"	1889.84
14.75409	"bg"	"1"	1893.497
14.8286	"bg"	"1"	1894.191
14.90312	"bg"	"1"	1901.209
14.97764	"bg"	"1"	1895.431
15.05215	"bg"	"1"	1889.694
15.12667	"bg"	"1"	1897.568
15.20118	"bg"	"1"	1893.684
15.2757	"bg"	"1"	1895.812
15.35021	"bg"	"1"	1897.508
15.42473	"bg"	"1"	1903.203
15.49924	"bg"	"1"	1896.816
15.57376	"bg"	"1"	1896.796
15.64828	"bg"	"1"	1892.701
15.72279	"bg"	"1"	1882.991
15.79731	"bg"	"1"	1891.708
15.87182	"bg"	"1"	1886.69
15.94634	"bg"	"1"	1892.027
16.02085	"bg"	"1"	1886.842
16.09537	"bg"	"1"	1893.029
16.16989	"bg"	"1"	1890.048
16.2444	"bg"	"1"	1896.632
16.31892	"bg"	"1"	1888.108
16.39343	"bg"	"1"	1890.236
16.46795	"bg"	"1"	1886.928
16.54246	"bg"	"1"	1892.653
16.61698	"bg"	"1"	1889.762
16.69149	"bg"	"1"	1890.174
16.76601	"bg"	"1"	1897.418
16.84053	"bg"	"1"	1889.005
16.91504	"bg"	"1"	1883.426
16.98956	"bg"	"1"	1892.218
17.06407	"bg"	"1"	1889.375
17.13859	"bg"	"1"	1883.14
17.2131	"bg"	"1"	1883.572
17.28762	"bg"	"1"	1889.315
17.36213	"bg"	"1"	1882.237
17.43665	"bg"	"1"	1890.2
17.51117	"bg"	"1"	1884.899
17.58568	"bg"	"1"	1881.415
17.6602	"bg"	"1"	1886.779
17.73471	"bg"	"1"	1884.487
17.80923	"bg"	"1"	1884.192
17.88374	"bg"	"1"	1888.648
17.95826	"bg"	"1"	1886.117
18.03278	"bg"	"1"	1887.512
18.10729	"bg"	"1"	1881.528
18.18181	"bg"	"1"	1882.344
18.25632	"bg"	"1"	1881.117
18.33084	"bg"	"1"	1885.81
18.40535	"bg"	"1"	1883.563
18.47987	"bg"	"1"	1890.01
18.55438	"bg"	"1"	1883.525
18.6289	"bg"	"1"	1883.31
18.70342	"bg"	"1"	1879.972
18.77793	"bg"	"1"	1886.272
18.85245	"bg"	"1"	1882.181
18.92696	"bg"	"1"	1874.602
19.00148	"bg"	"1"	1883.787
19.07599	"bg"	"1"	1885.957
19.15051	"bg"	"1"	1881.114
19.22502	"bg"	"1"	1888.338
19.29954	"bg"	"1"	1876.107
19.37406	"bg"	"1"	1882.601
19.44857	"bg"	"1"	1879.665
19.52309	"bg"	"1"	1879.153
19.5976	"bg"	"1"	1880.312
19.67212	"bg"	"1"	1879.463
19.74663	"bg"	"1"	1876.187
19.82115	"bg"	"1"	1883.42
19.89567	"bg"	"1"	1876.101
19.97018	"bg"	"1"	1876.175
20.0447	"bg"	"1"	1874.438
20.11921	"bg"	"1"	1876.378
20.19373	"bg"	"1"	1875.499
20.26824	"bg"	"1"	1878.947
20.34276	"bg"	"1"	1875.561
20.41727	"bg"	"1"	1875.874
20.49179	"bg"	"1"	1880.86
20.56631	"bg"	"1"	1883.534
20.64082	"bg"	"1"	1879.278
20.71534	"bg"	"1"	1879.871
20.78985	"bg"	"1"	1877.946
20.86437	"bg"	"1"	1882.851
20.93888	"bg"	"1"	1871.473
21.0134	"bg"	"1"	1881.653
21.08791	"bg"	"1"	1873.744
21.16243	"bg"	"1"	1877.66
21.23695	"bg"	"1"	1882.505
21.31146	"bg"	"1"	1876.834
21.38598	"bg"	"1"	1878.08
21.46049	"bg"	"1"	1875.66
21.53501	"bg"	"1"	1878.452
21.60952	"bg"	"1"	1878.002
21.68404	"bg"	"1"	1873.875
21.75856	"bg"	"1"	1876.888
21.83307	"bg"	"1"	1874.575
21.90759	"bg"	"1"	1872.206
21.9821	"bg"	"1"	1876.789
22.05662	"bg"	"1"	1878.116
22.13113	"bg"	"1"	1879.323
22.20565	"bg"	"1"	1873.955
22.28016	"bg"	"1"	1876.867
22.35468	"bg"	"1"	1876.318
22.4292	"bg"	"1"	1875.013
22.50371	"bg"	"1"	1880.926
22.57823	"bg"	"1"	1875.862
22.65274	"bg"	"1"	1874.232
22.72726	"bg"	"1"	1871.654
22.80177	"bg"	"1"	1872.906
22.87629	"bg"	"1"	1875.767
22.9508	"bg"	"1"	1878.768
23.02532	"bg"	"1"	1867.878
23.09984	"bg"	"1"	1875.1
23.17435	"bg"	"1"	1870.954
23.24887	"bg"	"1"	1874.253
23.32338	"bg"	"1"	1872.817
23.3979	"bg"	"1"	1871.708
23.47241	"bg"	"1"	1876.223
23.54693	"bg"	"1"	1873.046
23.62145	"bg"	"1"	1871.899
23.69596	"bg"	"1"	1877.871
23.77048	"bg"	"1"	1869.842
23.84499	"bg"	"1"	1874.095
23.91951	"bg"	"1"	1875.18
23.99402	"bg"	"1"	1880.509
24.06854	"bg"	"1"	1873.848
24.14305	"bg"	"1"	1872.775
24.21757	"bg"	"1"	1874.232
24.29209	"bg"	"1"	1868.781
24.3666	"bg"	"1"	1878.205
24.44112	"bg"	"1"	1873.586
24.51563	"bg"	"1"	1874.033
24.59015	"bg"	"1"	1866.576
24.66466	"bg"	"1"	1872.2
24.73918	"bg"	"1"	1865.441
24.81369	"bg"	"1"	1873.252
24.88821	"bg"	"1"	1879.016
24.96273	"bg"	"1"	1870.209
25.03724	"bg"	"1"	1867.557
25.11176	"bg"	"1"	1874.188
25.18627	"bg"	"1"	1870.37
25.26079	"bg"	"1"	1867.02
25.3353	"bg"	"1"	1868.269
25.40982	"bg"	"1"	1867.968
25.48434	"bg"	"1"	1872.167
25.55885	"bg"	"1"	1867.995
25.63337	"bg"	"1"	1869.55
25.70788	"bg"	"1"	1874.661
25.7824	"bg"	"1"	1865.906
25.85691	"bg"	"1"	1873.103
25.93143	"bg"	"1"	1875.111
26.00594	"bg"	"1"	1875.573
26.08046	"bg"	"1"	1875.108
26.15498	"bg"	"1"	1871.476
26.22949	"bg"	"1"	1869.538
26.30401	"bg"	"1"	1873.195
26.37852	"bg"	"1"	1866.719
26.45304	"bg"	"1"	1869.881
26.52755	"bg"	"1"	1865.759
26.60207	"bg"	"1"	1869.738
26.67658	"bg"	"1"	1870.742
26.7511	"bg"	"1"	1867.238
26.82562	"bg"	"1"	1871.306
26.90013	"bg"	"1"	1870.799
26.97465	"bg"	"1"	1861.158
27.04916	"bg"	"1"	1874.915
27.12368	"bg"	"1"	1874.113
27.19819	"bg"	"1"	1870.817
27.27271	"bg"	"1"	1871.476
27.34723	"bg"	"1"	1869.664
27.42174	"bg"	"1"	1875.347
27.49626	"bg"	"1"	1863.363
27.57077	"bg"	"1"	1869.753
27.64529	"bg"	"1"	1861.176
27.7198	"bg"	"1"	1871.362
27.79432	"bg"	"1"	1870.522
27.86883	"bg"	"1"	1874.39
27.94335	"bg"	"1"	1871.553
28.01787	"bg"	"1"	1867.098
28.09238	"bg"	"1"	1867.005
28.1669	"bg"	"1"	1873.845
28.24141	"bg"	"1"	1862.943
28.31593	"bg"	"1"	1866.284
28.39044	"bg"	"1"	1869.234
28.46496	"bg"	"1"	1867.27
28.53947	"bg"	"1"	1869.431
28.61399	"bg"	"1"	1863.146
28.68851	"bg"	"1"	1873.153
28.76302	"bg"	"1"	1871.011
28.83754	"bg"	"1"	1871.75
28.91205	"bg"	"1"	1870.239
28.98657	"bg"	"1"	1864.761
29.06108	"bg"	"1"	1858.741
29.1356	"bg"	"1"	1870.522
29.21012	"bg"	"1"	1871.547
29.28463	"bg"	"1"	1869.646
29.35915	"bg"	"1"	1867.81
29.43366	"bg"	"1"	1872.662
29.50818	"bg"	"1"	1874.653
29.58269	"bg"	"1"	1862.89
29.65721	"bg"	"1"	1871.83
29.73172	"bg"	"1"	1873.946
29.80624	"bg"	"1"	1867.962
29.88076	"bg"	"1"	1861.688
29.95527	"bg"	"1"	1857.558
30.02979	"bg"	"1"	1865.473
30.1043	"bg"	"1"	1871.756
30.17882	"bg"	"1"	1868.814
30.25333	"bg"	"1"	1873.827
30.32785	"bg"	"1"	1869.601
30.40236	"bg"	"1"	1871.198
30.47688	"bg"	"1"	1869.655
30.5514	"bg"	"1"	1870.382
30.62591	"bg"	"1"	1883.671
30.70043	"bg"	"1"	1897.749
30.77494	"bg"	"1"	1898.572
30.84946	"bg"	"1"	1906.812
30.92397	"bg"	"1"	1912.168
30.99849	"bg"	"1"	1913.121
31.07301	"bg"	"1"	1924.652
31.14752	"bg"	"1"	1925.257
31.22204	"bg"	"1"	1917.017
31.29655	"bg"	"1"	1917.94
31.37107	"bg"	"1"	1926.655
31.44558	"bg"	"1"	1932.83
31.5201	"bg"	"1"	1936.913
31.59461	"bg"	"1"	1937.339
31.66913	"bg"	"1"	1938.593
31.74365	"bg"	"1"	1941.353
31.81816	"bg"	"1"	1941.553
31.89268	"bg"	"1"	1943.517
31.96719	"bg"	"1"	1946.634
32.04171	"bg"	"1"	1944.485
32.11622	"bg"	"1"	1953.208
32.19074	"bg"	"1"	1949.281
32.26525	"bg"	"1"	1949.88
32.33977	"bg"	"1"	1957.992
32.41429	"bg"	"1"	1954.779
32.4888	"bg"	"1"	1956.877
32.56332	"bg"	"1"	1963.189
32.63783	"bg"	"1"	1959.965
32.71235	"bg"	"1"	1959.285
32.78686	"bg"	"1"	1958.328
32.86138	"bg"	"1"	1962.802
32.9359	"bg"	"1"	1969.376
33.01041	"bg"	"1"	1964.396
33.08493	"bg"	"1"	1960.474
33.15944	"bg"	"1"	1970.923
33.23396	"bg"	"1"	1967.645
33.30847	"bg"	"1"	1967.12
33.38299	"bg"	"1"	1974.821
33.4575	"bg"	"1"	1968.673
33.53202	"bg"	"1"	1971.027
33.60654	"bg"	"1"	1964.521
33.68105	"bg"	"1"	1973.373
33.75557	"bg"	"1"	1976.508
33.83008	"bg"	"1"	1977.777
33.9046	"bg"	"1"	1978.013
33.97911	"bg"	"1"	1978.707
34.05363	"bg"	"1"	1976.815
34.12814	"bg"	"1"	1983.571
34.20266	"bg"	"1"	1970.84
34.27718	"bg"	"1"	1973.143
34.35169	"bg"	"1"	1983.47
34.42621	"bg"	"1"	1987.928
34.50072	"bg"	"1"	1990.429
34.57524	"bg"	"1"	1983.142
34.64975	"bg"	"1"	1982.087
34.72427	"bg"	"1"	1986.346
34.79879	"bg"	"1"	1987.886
34.8733	"bg"	"1"	1984.319
34.94782	"bg"	"1"	1994.091
35.02233	"bg"	"1"	1990.95
35.09685	"bg"	"1"	1999.155
35.17136	"bg"	"1"	1994.073
35.24588	"bg"	"1"	1991.075
35.32039	"bg"	"1"	1994.142
0	"bg"	"2"	2075.607
0.07452	"bg"	"2"	2067.339
0.14903	"bg"	"2"	2068.064
0.22355	"bg"	"2"	2073.565
0.29806	"bg"	"2"	2075.553
0.37258	"bg"	"2"	2075.267
0.44709	"bg"	"2"	2070.373
0.52161	"bg"	"2"	2068.412
0.59612	"bg"	"2"	2076.042
0.67064	"bg"	"2"	2075.884
0.74516	"bg"	"2"	2067.62
0.81967	"bg"	"2"	2069.39
0.89419	"bg"	"2"	2070.767
0.9687	"bg"	"2"	2070.072
1.04322	"bg"	"2"	2073.601
1.11773	"bg"	"2"	2074.647
1.19225	"bg"	"2"	2073.753
1.26677	"bg"	"2"	2069.75
1.34128	"bg"	"2"	2070.862
1.4158	"bg"	"2"	2070.346
1.49031	"bg"	"2"	2073.646
1.56483	"bg"	"2"	2078.45
1.63934	"bg"	"2"	2066.556
1.71386	"bg"	"2"	2078.202
1.78837	"bg"	"2"	2072.132
1.86289	"bg"	"2"	2075.455
1.93741	"bg"	"2"	2071.831
2.01192	"bg"	"2"	2071.202
2.08644	"bg"	"2"	2074.066
2.16095	"bg"	"2"	2066.919
2.23547	"bg"	"2"	2069.807
2.30998	"bg"	"2"	2074.742
2.3845	"bg"	"2"	2076.635
2.45901	"bg"	"2"	2071.527
2.53353	"bg"	"2"	2067.339
2.60805	"bg"	"2"	2067.971
2.68256	"bg"	"2"	2069.524
2.75708	"bg"	"2"	2059.215
2.83159	"bg"	"2"	2071.664
2.90611	"bg"	"2"	2070.403
2.98062	"bg"	"2"	2074.021
3.05514	"bg"	"2"	2069.694
3.12966	"bg"	"2"	2063.611
3.20417	"bg"	"2"	2069.81
3.27869	"bg"	"2"	2069.908
3.3532	"bg"	"2"	2074.28
3.42772	"bg"	"2"	2067.932
3.50223	"bg"	"2"	2076.566
3.57675	"bg"	"2"	2077.144
3.65126	"bg"	"2"	2066.866
3.72578	"bg"	"2"	2066.833
3.8003	"bg"	"2"	2060.235
3.87481	"bg"	"2"	2064.583
3.94933	"bg"	"2"	2070.475
4.02384	"bg"	"2"	2066.01
4.09836	"bg"	"2"	2067.295
4.17287	"bg"	"2"	2069.306
4.24739	"bg"	"2"	2069.029
4.3219	"bg"	"2"	2068.087
4.39642	"bg"	"2"	2070.519
4.47094	"bg"	"2"	2075.818
4.54545	"bg"	"2"	2066.264
4.61997	"bg"	"2"	2078.757
4.69448	"bg"	"2"	2066.705
4.769	"bg"	"2"	2071.419
4.84351	"bg"	"2"	2072.382
4.91803	"bg"	"2"	2063.209
4.99255	"bg"	"2"	2074.325
5.06706	"bg"	"2"	2067.742
5.14158	"bg"	"2"	2068.362
5.21609	"bg"	"2"	2072.561
5.29061	"bg"	"2"	2068.838
5.36512	"bg"	"2"	2070.907
5.43964	"bg"	"2"	2069.208
5.51415	"bg"	"2"	2070.659
5.58867	"bg"	"2"	2065.673
5.66319	"bg"	"2"	2055.731
5.7377	"bg"	"2"	2038.676
5.81222	"bg"	"2"	2026.179
5.88673	"bg"	"2"	2028.206
5.96125	"bg"	"2"	2016.819
6.03576	"bg"	"2"	2014.169
6.11028	"bg"	"2"	2003.899
6.18479	"bg"	"2"	2004.892
6.25931	"bg"	"2"	2007.63
6.33383	"bg"	"2"	2006.975
6.40834	"bg"	"2"	2008.179
6.48286	"bg"	"2"	1998.308
6.55737	"bg"	"2"	1999.348
6.63189	"bg"	"2"	1989.412
6.7064	"bg"	"2"	1980.951
6.78092	"bg"	"2"	1982.245
6.85544	"bg"	"2"	1980.978
6.92995	"bg"	"2"	1980.573
7.00447	"bg"	"2"	1982.927
7.07898	"bg"	"2"	1978.281
7.1535	"bg"	"2"	1974.341
7.22801	"bg"	"2"	1974.97
7.30253	"bg"	"2"	1975.217
7.37704	"bg"	"2"	1962.498
7.45156	"bg"	"2"	1962.513
7.52608	"bg"	"2"	1970.947
7.60059	"bg"	"2"	1964.754
7.67511	"bg"	"2"	1959.157
7.74962	"bg"	"2"	1958.01
7.82414	"bg"	"2"	1952.836
7.89865	"bg"	"2"	1954.21
7.97317	"bg"	"2"	1957.291
8.04768	"bg"	"2"	1953.67
8.1222	"bg"	"2"	1960.221
8.19672	"bg"	"2"	1959.723
8.27123	"bg"	"2"	1953.456
8.34575	"bg"	"2"	1950.935
8.42026	"bg"	"2"	1953.653
8.49478	"bg"	"2"	1944.274
8.56929	"bg"	"2"	1950.848
8.64381	"bg"	"2"	1947.424
8.71833	"bg"	"2"	1942.387
8.79284	"bg"	"2"	1935.354
8.86736	"bg"	"2"	1947.528
8.94187	"bg"	"2"	1936.468
9.01639	"bg"	"2"	1934.695
9.0909	"bg"	"2"	1936.397
9.16542	"bg"	"2"	1942.989
9.23993	"bg"	"2"	1940.987
9.31445	"bg"	"2"	1938.936
9.38897	"bg"	"2"	1932.165
9.46348	"bg"	"2"	1933.753
9.538	"bg"	"2"	1932.907
9.61251	"bg"	"2"	1930.463
9.68703	"bg"	"2"	1929.697
9.76154	"bg"	"2"	1925.251
9.83606	"bg"	"2"	1935.774
9.91057	"bg"	"2"	1926.363
9.98509	"bg"	"2"	1928.836
10.05961	"bg"	"2"	1924.047
10.13412	"bg"	"2"	1927.987
10.20864	"bg"	"2"	1921.499
10.28315	"bg"	"2"	1918.399
10.35767	"bg"	"2"	1922.035
10.43218	"bg"	"2"	1925.719
10.5067	"bg"	"2"	1928.246
10.58122	"bg"	"2"	1916.415
10.65573	"bg"	"2"	1915.19
10.73025	"bg"	"2"	1921.105
10.80476	"bg"	"2"	1916.781
10.87928	"bg"	"2"	1919.246
10.95379	"bg"	"2"	1917.806
11.02831	"bg"	"2"	1924.738
11.10282	"bg"	"2"	1916.489
11.17734	"bg"	"2"	1922.059
11.25186	"bg"	"2"	1920.134
11.32637	"bg"	"2"	1912.495
11.40089	"bg"	"2"	1916.707
11.4754	"bg"	"2"	1918.98
11.54992	"bg"	"2"	1917.431
11.62443	"bg"	"2"	1912.537
11.69895	"bg"	"2"	1909.685
11.77346	"bg"	"2"	1909.286
11.84798	"bg"	"2"	1911.363
11.9225	"bg"	"2"	1912.084
11.99701	"bg"	"2"	1910.689
12.07153	"bg"	"2"	1909.301
12.14604	"bg"	"2"	1912.114
12.22056	"bg"	"2"	1903.334
12.29507	"bg"	"2"	1905.274
12.36959	"bg"	"2"	1905.036
12.44411	"bg"	"2"	1905.289
12.51862	"bg"	"2"	1905.31
12.59314	"bg"	"2"	1903.665
12.66765	"bg"	"2"	1902.437
12.74217	"bg"	"2"	1905.438
12.81668	"bg"	"2"	1898.667
12.8912	"bg"	"2"	1904.583
12.96571	"bg"	"2"	1907.164
13.04023	"bg"	"2"	1904.121
13.11475	"bg"	"2"	1895.797
13.18926	"bg"	"2"	1897.696
13.26378	"bg"	"2"	1896.071
13.33829	"bg"	"2"	1902.217
13.41281	"bg"	"2"	1894.182
13.48732	"bg"	"2"	1900.411
13.56184	"bg"	"2"	1900.291
13.63635	"bg"	"2"	1892.242
13.71087	"bg"	"2"	1896.45
13.78539	"bg"	"2"	1895.69
13.8599	"bg"	"2"	1902.586
13.93442	"bg"	"2"	1900.253
14.00893	"bg"	"2"	1890.653
14.08345	"bg"	"2"	1893.887
14.15796	"bg"	"2"	1897.576
14.23248	"bg"	"2"	1891.017
14.307	"bg"	"2"	1896.682
14.38151	"bg"	"2"	1890.638
14.45603	"bg"	"2"	1892.427
14.53054	"bg"	"2"	1890.925
14.60506	"bg"	"2"	1897.499
14.67957	"bg"	"2"	1887.81
14.75409	"bg"	"2"	1888.636
14.8286	"bg"	"2"	1892.751
14.90312	"bg"	"2"	1888.901
14.97764	"bg"	"2"	1891.804
15.05215	"bg"	"2"	1896.986
15.12667	"bg"	"2"	1890.743
15.20118	"bg"	"2"	1893.66
15.2757	"bg"	"2"	1898.345
15.35021	"bg"	"2"	1887.259
15.42473	"bg"	"2"	1885.417
15.49924	"bg"	"2"	1889.858
15.57376	"bg"	"2"	1891.264
15.64828	"bg"	"2"	1885.56
15.72279	"bg"	"2"	1882.607
15.79731	"bg"	"2"	1884.779
15.87182	"bg"	"2"	1892.123
15.94634	"bg"	"2"	1886.472
16.02085	"bg"	"2"	1886.758
16.09537	"bg"	"2"	1880.169
16.16989	"bg"	"2"	1888.761
16.2444	"bg"	"2"	1885.831
16.31892	"bg"	"2"	1886.633
16.39343	"bg"	"2"	1889.19
16.46795	"bg"	"2"	1889.303
16.54246	"bg"	"2"	1883.197
16.61698	"bg"	"2"	1889.014
16.69149	"bg"	"2"	1887.858
16.76601	"bg"	"2"	1883.826
16.84053	"bg"	"2"	1882.571
16.91504	"bg"	"2"	1884.767
16.98956	"bg"	"2"	1881.498
17.06407	"bg"	"2"	1883.173
17.13859	"bg"	"2"	1888.35
17.2131	"bg"	"2"	1881.903
17.28762	"bg"	"2"	1881.102
17.36213	"bg"	"2"	1878.062
17.43665	"bg"	"2"	1884.237
17.51117	"bg"	"2"	1879.808
17.58568	"bg"	"2"	1881.382
17.6602	"bg"	"2"	1881.441
17.73471	"bg"	"2"	1883.754
17.80923	"bg"	"2"	1879.15
17.88374	"bg"	"2"	1885.447
17.95826	"bg"	"2"	1883.2
18.03278	"bg"	"2"	1879.048
18.10729	"bg"	"2"	1882.991
18.18181	"bg"	"2"	1879.197
18.25632	"bg"	"2"	1881.275
18.33084	"bg"	"2"	1886.687
18.40535	"bg"	"2"	1870.349
18.47987	"bg"	"2"	1878.247
18.55438	"bg"	"2"	1878.393
18.6289	"bg"	"2"	1876.587
18.70342	"bg"	"2"	1875.204
18.77793	"bg"	"2"	1882.258
18.85245	"bg"	"2"	1869.857
18.92696	"bg"	"2"	1881.57
19.00148	"bg"	"2"	1879.26
19.07599	"bg"	"2"	1871.243
19.15051	"bg"	"2"	1883.712
19.22502	"bg"	"2"	1880.163
19.29954	"bg"	"2"	1879.805
19.37406	"bg"	"2"	1876.727
